page,block,heading,content,avgFontSize,height,width,textLength,x0,y0,x1,y1,isBold,isItalic
16,43,BODY,"whichleadstoacontradictionprovided(1.5)(resp.,(1.6))wouldbestrict. Now,sincethesurfacesΣkarehε-minimizingboundarieswithuniformly boundedarea,wecaninvokethecurvatureestimatesin[34,Theorem3.6]. Thus,afterpassingtoasubsequenceifnecessary,Σkconvergessmoothly, inalocallygraphicalsensewithmultiplicityone,toanarea-minimizing minimalboundaryΣ. NotethatΣmaybeeithercompactornoncompact.Toruleoutthe noncompactcase,weproceedasfollows.LetRΣandAΣdenotethescalar curvatureandsecondfundamentalformofΣ,respectively.SinceΛ+|E|",9.97,111.06,358.66,511,118.31,629.09,476.97,740.15,FALSE,FALSE
16,44,BODY,k,5,2.99,3.95,1,286.89,645.08,290.84,648.07,FALSE,FALSE
16,45,BODY,2,7,3.99,4.23,1,472.23,728.74,476.47,732.72,FALSE,FALSE
17,0,BODY,AREA-CHARGEINEQUALITIESANDRIGIDITYOFINITIALDATASETS17,7,3.99,330.89,53,146.07,103.14,476.97,107.12,FALSE,FALSE
17,1,BODY,"isuniformlypositive,andthestabilityofΣimpliesthenonnegativityofthe operator",10,18.41,358.65,75,118.31,127.05,476.96,145.45,FALSE,FALSE
17,2,BODY,11 22,10,20.32,41.53,5,250.22,150.15,291.75,170.46,FALSE,FALSE
17,3,BODY,22,7,3.99,57.95,2,318.05,153.02,376,157.01,FALSE,FALSE
17,4,BODY,"−∆Σ+RΣ−(|AΣ|+Λ+|E|),",9.55,7.45,172.27,20,211.51,157.53,383.77,164.98,FALSE,FALSE
17,5,BODY,"itfollowsthatΣmustconsistofsphericalcomponents(see[36,Lemma4.1] or[17,Theorem8.8]).Moreover,sinceeachΣkisconnected,thelimitΣ mustbea2-sphere,andforsufficientlylargek,eachΣkbecomesagraph overΣ.Inparticular,ΣishomologoustoΣk. Usingtheinequality|∂M|≥|Σ|togetherwiththestabilityinequalityfor minimalsurfaces,wededucethat,inthecaseΛ∈R\{0},thefollowing chainofinequalitiesholds: ) 2π 1−1−4ΛQ(∂M)=|∂M|≥|Σ|≥1−1−4ΛQ(∂M), ( Λ fromwhichitfollowsthat",9.99,125.81,358.66,438,118.31,176.45,476.97,302.27,FALSE,FALSE
17,6,BODY,)( 2π Λ,10,25.05,109.29,7,248.7,264.11,358,289.16,FALSE,FALSE
17,7,BODY,√,10,20.36,10.91,1,165.96,266.31,176.87,286.67,FALSE,FALSE
17,8,BODY,√ ) |∂M|=|Σ|=1−1−4ΛQ(∂M).,10,58.69,199.3,25,197.99,266.31,397.29,325,FALSE,FALSE
17,9,BODY,2,7,3.99,4.23,1,243.97,273.07,248.21,277.06,FALSE,FALSE
17,10,BODY,2,7,3.99,4.23,1,454.79,273.07,459.03,277.06,FALSE,FALSE
17,11,BODY,( 2π Λ,10,25.05,19.77,6,266.44,304.64,286.22,329.69,FALSE,FALSE
17,12,BODY,√,10,20.36,10.91,1,305.01,306.84,315.91,327.19,FALSE,FALSE
17,13,BODY,2,7,3.99,4.23,1,383.01,313.6,387.25,317.59,FALSE,FALSE
17,14,BODY,"AboveweusedthatQ(Σ)=Q(Σk)=Q(∂M). Thisshowsthat∂Misanarea-minimizingsurfacethatsaturateseither thefirstinequalityin(3.1)ortheinequality(3.3),dependingonthesignofΛ (theanalysisinthecaseΛ=0isanalogous).Therefore,byProposition6, thereexistsacollarneighborhoodU=[0,ρ)×∂Mof∂MinMsatisfying theconclusionsofthetheorem.Theresultthenfollowsbyacontinuity argument. □",9.99,83.71,358.66,355,118.31,337.95,476.97,421.65,FALSE,FALSE
17,15,BODY,∼,10,7.45,8.49,1,297.35,386.74,305.83,394.2,FALSE,FALSE
17,16,BODY,References,10,5.45,63.61,10,265.83,437.67,329.45,443.13,FALSE,FALSE
17,17,BODY,"1.LarsAndersson,MingliangCai,andGregoryJ.Galloway,Rigidityandpositivityof massforasymptoticallyhyperbolicmanifolds,Ann.HenriPoincaré9(2008),no.1, 1–33(English). 2.H.Bray,S.Brendle,M.Eichmair,andA.Neves,Area-minimizingprojectiveplanes in3-manifolds,Commun.PureAppl.Math.63(2010),no.9,1237–1247(English). 3.HubertBray,SimonBrendle,andAndreNeves,Rigidityofarea-minimizingtwo- spheresinthree-manifolds,Commun.Anal.Geom.18(2010),no.4,821–830(English). 4.MingliangCaiandGregoryJ.Galloway,Rigidityofareaminimizingtoriin3- manifoldsofnonnegativescalarcurvature,Commun.Anal.Geom.8(2000),no.3, 565–573(English). 5.VitorCardoso,ÓscarJ.C.Dias,andJoséP.S.Lemos,Nariai,Bertotti-Robinson, andanti-Nariaisolutionsinhigherdimensions,Phys.Rev.D70(2004),024002. 6.SimoneCecchini,DanielRäde,andRudolfZeidler,Nonnegativescalarcurvatureon manifoldswithatleasttwoends,J.Topol.16(2023),no.3,855–876(English). 7.OtisChodosh,MichaelEichmair,andVladMoraru,Asplittingtheoremforscalar curvature,Commun.PureAppl.Math.72(2019),no.6,1231–1242(English). 8.OtisChodoshandChaoLi,StableanisotropicminimalhypersurfacesinR,Forum Math.Pi11(2023),22(English),Id/Noe3. 9.,Generalizedsoapbubblesandthetopologyofmanifoldswithpositivescalar curvature,Ann.Math.(2)199(2024),no.2,707–740(English).",8,213.47,354.05,1255,122.92,455.11,476.97,668.58,FALSE,FALSE
17,18,BODY,4,5,2.99,3.65,1,440.31,627.41,443.96,630.4,FALSE,FALSE
17,19,BODY,"10.TiarlosCruz,VandersonLima,andAlexandredeSousa,Min-maxminimalsurfaces, horizonsandelectrostaticsystems,J.Differ.Geom.128(2024),no.2,583–637(Eng- lish).",8,26.4,358.66,153,118.31,675.06,476.97,701.46,FALSE,FALSE
17,20,BODY,"11.SergioDainandMaŕıaEugeniaGabach-Clement,Geometricalinequalitiesbounding angularmomentumandchargesinGeneralRelativity,LivingReviewsinRelativity 21(2018),no.5,1–74.",8,26.4,358.65,166,118.31,707.93,476.96,734.33,FALSE,FALSE
18,0,BODY,18,7,3.99,8.47,2,118.31,103.14,126.78,107.12,FALSE,FALSE
18,1,BODY,T.CRUZANDA.MENDES,7,3.99,108.01,17,243.63,103.14,351.64,107.12,FALSE,FALSE
18,2,BODY,"12.SergioDain,JoséLuisJaramillo,andMart́ınReiris,Area-chargeinequalityforblack",8,4.48,358.66,79,118.31,127.05,476.97,131.53,FALSE,FALSE
18,3,BODY,"holes,ClassicalQuantumGravity29(2012),no.3,15(English),Id/No035013.",8,4.48,321.91,67,134.69,138.01,456.6,142.49,FALSE,FALSE
18,4,BODY,"13.HerbertFederer,Geometricmeasuretheory,GrundlehrenMath.Wiss.,vol.153,",8,4.48,358.65,71,118.31,148.96,476.96,153.45,FALSE,FALSE
18,5,BODY,"Springer,Cham,1969(English).",8,4.48,130.26,28,134.69,159.92,264.95,164.41,FALSE,FALSE
18,6,BODY,"14.GregoryJ.GallowayandAbraãoMendes,Somerigidityresultsforchargedinitialdata sets,NonlinearAnal.,TheoryMethodsAppl.,Ser.A,TheoryMethods256(2025),9 (English),Id/No113780.",8,26.4,358.66,170,118.31,170.88,476.97,197.28,FALSE,FALSE
18,7,BODY,"15.GaryW.Gibbons,Somecommentsongravitationalentropyandtheinversemean curvatureflow,ClassicalQuantumGravity16(1999),no.6,1677–1687(English). 16.EnricoGiusti,Minimalsurfacesandfunctionsofboundedvariation,Monogr.Math.,",8,26.4,358.66,215,118.31,203.76,476.97,230.16,FALSE,FALSE
18,8,BODY,"Basel,vol.80,Birkhäuser,Cham,1984(English).",8,4.48,199.49,44,134.69,236.64,334.18,241.12,FALSE,FALSE
18,9,BODY,"17.MikhaelGromovandH.BlaineLawson,Jr.,PositivescalarcurvatureandtheDirac operatoroncompleteRiemannianmanifolds,Publ.Math.,Inst.HautesÉtud.Sci.58 (1983),83–196(English).",8,26.68,358.66,169,118.31,247.59,476.97,274.27,FALSE,FALSE
18,10,BODY,"18.MishaGromov,Positivecurvature,macroscopicdimension,spectralgapsandhigher signatures,Functionalanalysisontheeveofthe21stcentury.VolumeII.Inhonorof theeightiethbirthdayofI.M.Gelfand.Proceedingsofaconference,heldatRutgers University,NewBrunswick,NJ,USA,October24-27,1993,Boston,MA:Birkhäuser, 1996,pp.1–213(English).",8,48.32,358.66,317,118.31,280.75,476.97,329.06,FALSE,FALSE
18,11,BODY,"19.,NometricswithPositiveScalarCurvaturesonAspherical5-Manifolds,",8,4.48,358.66,65,118.31,335.54,476.97,340.02,FALSE,FALSE
18,12,BODY,"Preprint,arXiv:2009.05332[math.DG],2020.",8,4.48,181.11,40,134.69,346.5,315.8,350.98,FALSE,FALSE
18,13,BODY,"20.,Fourlecturesonscalarcurvature,Perspectivesinscalarcurvature.In2vol-",8,4.48,358.65,71,118.31,357.46,476.96,361.94,FALSE,FALSE
18,14,BODY,"umes,Singapore:WorldScientific,2023,pp.1–514(English).",8,4.48,247.56,54,134.69,368.42,382.25,372.9,FALSE,FALSE
18,15,BODY,"21.JoelHassandPeterScott,Theexistenceofleastareasurfacesin3-manifolds,Trans.",8,4.48,358.65,76,118.31,379.38,476.96,383.86,FALSE,FALSE
18,16,BODY,"Am.Math.Soc.310(1988),no.1,87–114(English).",8,4.48,213.45,43,134.69,390.33,348.15,394.82,FALSE,FALSE
18,17,BODY,"22.GerhardHuiskenandAlexanderPolden,Geometricevolutionequationsforhypersur- faces,Calculusofvariationsandgeometricevolutionproblems.Lecturesgivenatthe 2ndsessionoftheCentroInternazionaleMatematicoEstivo(CIME),Cetraro,Italy, June15–22,1996,Berlin:Springer,1999,pp.45–84(English).",8,37.36,358.66,278,118.31,401.29,476.97,438.65,FALSE,FALSE
18,18,BODY,"23.MartinLesourd,RyanUnger,andShing-TungYau,Thepositivemasstheoremwith",8,4.48,358.65,70,118.31,445.13,476.96,449.61,FALSE,FALSE
18,19,BODY,"arbitraryends,J.Differ.Geom.128(2024),no.1,257–293(English).",8,4.48,280.64,60,134.69,456.09,415.33,460.57,FALSE,FALSE
18,20,BODY,"24.AlexandreB.Lima,PauloA.Sousa,andRondinelleM.Batista,Rigidityofmarginally outertrappedsurfacesinchargedinitialdatasets,Lett.Math.Phys.115(2025),no.2, 15(English),Id/No41.",8,26.4,358.66,172,118.31,467.05,476.97,493.45,FALSE,FALSE
18,21,BODY,"25.FernandoC.MarquesandAndréNeves,Rigidityofmin-maxminimalspheresinthree-",8,4.48,358.66,74,118.31,499.92,476.97,504.41,FALSE,FALSE
18,22,BODY,"manifolds,DukeMath.J.161(2012),no.14,2725–2752(English).",8,4.48,270.47,56,134.69,510.88,405.16,515.37,FALSE,FALSE
18,23,BODY,6,5,2.99,3.65,1,352.45,518.03,356.1,521.02,FALSE,FALSE
18,24,BODY,"26.LaurentMazet,StableminimalhypersurfacesinR,Preprint,arXiv:2405.14676 27.WilliamH.MeeksIII,LeonSimon,andShing-TungYau,Embeddedminimalsurfaces, exoticspheres,andmanifoldswithpositiveRiccicurvature,Ann.Math.(2)116(1982), 621–659(English).",8,48.32,358.66,238,118.31,521.84,476.97,570.16,FALSE,FALSE
18,25,BODY,"[math.DG],2024.",8,4.48,69.56,15,134.69,532.8,204.25,537.28,FALSE,FALSE
18,26,BODY,"28.AbraãoMendes,Rigidityofmarginallyoutertrapped(hyper)surfaceswithnegative",8,4.48,358.65,76,118.31,576.64,476.96,581.12,FALSE,FALSE
18,27,BODY,"σ-constant,Trans.Am.Math.Soc.372(2019),no.8,5851–5868(English).",8,4.48,303.68,63,134.69,587.59,438.38,592.08,FALSE,FALSE
18,28,BODY,"29.,Area-chargeinequalityandlocalrigidityinchargedinitialdatasets,Preprint,",8,4.48,358.65,75,118.31,598.55,476.96,603.04,FALSE,FALSE
18,29,BODY,"arXiv:2505.20060[math.DG],2025.",8,4.48,141.77,31,134.69,609.51,276.46,614,FALSE,FALSE
18,30,BODY,"30.MarioMicallefandVladMoraru,Splittingof3-manifoldsandrigidityofarea- minimisingsurfaces,Proc.Am.Math.Soc.143(2015),no.7,2865–2872(English). 31.IvaldoNunes,Rigidityofarea-minimizinghyperbolicsurfacesinthree-manifolds,J.",8,26.4,358.66,220,118.31,620.47,476.97,646.87,FALSE,FALSE
18,31,BODY,"Geom.Anal.23(2013),no.3,1290–1302(English).",8,4.48,208.73,43,134.69,653.35,343.42,657.83,FALSE,FALSE
18,32,BODY,"32.WalterSimon,Boundsonareaandchargeformarginallytrappedsurfaceswitha cosmologicalconstant,ClassicalQuantumGravity29(2012),no.6,5(English),Id/No 062001.",8,26.4,358.66,152,118.31,664.31,476.97,690.71,FALSE,FALSE
18,33,BODY,"33.JianWang,Topologyof3-manifoldswithuniformlypositivescalarcurvature,Preprint,",8,4.48,358.65,79,118.31,697.18,476.96,701.67,FALSE,FALSE
18,34,BODY,"arXiv:2212.14383[math.DG],2022.",8,4.48,141.77,31,134.69,708.14,276.46,712.63,FALSE,FALSE
18,35,BODY,"34.XinZhouandJonathanZhu,Existenceofhypersurfaceswithprescribedmeancurva-",8,4.48,358.66,73,118.31,719.1,476.97,723.59,FALSE,FALSE
18,36,BODY,"tureI–genericmin-max,Camb.J.Math.8(2020),no.2,311–362(English).",8,4.48,314.14,63,134.69,730.06,448.83,734.54,FALSE,FALSE
19,0,BODY,AREA-CHARGEINEQUALITIESANDRIGIDITYOFINITIALDATASETS19,7,3.99,330.89,53,146.07,103.14,476.97,107.12,FALSE,FALSE
19,1,BODY,"35.JintianZhu,Widthestimateanddoublywarpedproduct,Trans.Am.Math.Soc.374",8,4.48,358.66,71,118.31,127.05,476.97,131.53,FALSE,FALSE
19,2,BODY,"(2021),no.2,1497–1511(English).",8,4.48,140.97,31,134.69,138.01,275.66,142.49,FALSE,FALSE
19,3,BODY,"36.,Rigidityresultsforcompletemanifoldswithnonnegativescalarcurvature,J.",8,4.48,358.65,72,118.31,148.96,476.96,153.45,FALSE,FALSE
19,4,BODY,"Differ.Geom.125(2023),no.3,623–644(English).",8,4.48,208.3,44,134.69,159.92,342.99,164.41,FALSE,FALSE
19,5,BODY,"37.,Calabi-Yautypetheoremforcompletemanifoldswithnonnegativescalarcur-",8,4.48,358.66,70,118.31,170.88,476.97,175.37,FALSE,FALSE
19,6,BODY,"vature,Preprint,arXiv:2402.15118[math.DG],2024,pp.1–14.",8,4.48,251.25,55,134.69,181.84,385.94,186.33,FALSE,FALSE
19,7,BODY,"38.,Riemannian-Penroseinequalitywithouthorizonindimensionthree,Trans.",8,4.48,358.66,69,118.31,192.8,476.97,197.28,FALSE,FALSE
19,8,BODY,"Am.Math.Soc.377(2024),no.6,4101–4116(English).",8,4.48,227.28,46,134.69,203.76,361.97,208.24,FALSE,FALSE
19,9,BODY,"InstituteofMathematics,FederalUniversityofAlagoas,57072-970, Maceió-AL,Brazil Emailaddress:cicero.cruz@im.ufal.br Emailaddress:abraao.mendes@im.ufal.br",8,37.36,346.7,152,130.26,224.31,476.96,261.67,FALSE,FALSE
